compensation_paid_pct,court_cases_active,court_cases_recent_90d,court_case_avg_age_days,rr_progress_pct,possession_refusing_pct,st_families,forest_clearance_applied,days_since_forest_clearance_needed,months_elapsed,months_total,dept_response_days,total_land_area_hectares,est_families_affected,lao_backlog_ratio,political_cycle_proximity,document_rejection_rate,is_schedule_v_tribal,is_forest_land,is_urban_commercial,stage_completed,risk_score,risk_level,actual_delay_months,actual_delay_days,persona
46.6,8,1,222.64664230805448,28.7,33.6,24,1,0,19,48,17.0,589.0,159,3.15,6,0.494,1,1,0,1,60.4,HIGH,8.8,268,HIGH_backlog
49.9,6,1,283.8013409467643,40.4,24.8,24,1,44,37,36,19.8,401.4,109,2.55,17,0.261,0,0,0,1,42.9,MODERATE,3.1,94,HIGH_backlog
34.6,12,3,310.350341777582,6.7,56.9,5,0,322,37,36,24.2,419.8,107,4.25,23,0.689,0,1,0,0,90.5,CRITICAL,17.7,538,CRITICAL_injunction
21.7,18,3,317.94189497510996,10.4,48.4,6,0,209,26,36,21.2,337.8,127,4.49,9,0.563,0,1,0,0,93.6,CRITICAL,30.7,933,CRITICAL_injunction
78.5,0,0,31.195157142694498,90.1,7.8,0,1,0,7,18,5.3,88.6,8,0.68,43,0.038,0,0,0,1,12.0,LOW,1.0,30,LOW_streamlined
76.4,2,0,14.196076866610404,76.5,7.0,0,1,0,16,18,5.8,22.6,3,0.24,14,0.071,0,0,1,1,13.1,LOW,0.7,21,LOW_streamlined
32.7,18,3,485.0564170669768,8.3,35.1,11,0,308,51,48,22.0,224.0,33,4.98,21,0.543,1,0,0,1,90.8,CRITICAL,25.4,772,CRITICAL_injunction
25.9,10,5,437.941701988336,14.7,63.0,77,1,122,31,60,23.9,564.8,219,3.74,15,0.659,1,0,0,0,68.5,CRITICAL,16.8,511,CRITICAL_injunction
60.5,4,0,134.85735776996964,64.0,12.5,0,1,0,10,24,9.0,279.6,39,1.9,35,0.156,0,0,0,1,27.0,MODERATE,7.4,225,MODERATE_standard
58.8,3,0,68.3877950094259,67.4,8.1,1,1,0,12,24,14.4,373.3,66,1.93,23,0.099,0,0,1,0,24.6,MODERATE,7.2,219,MODERATE_standard
17.8,14,4,518.0080893740678,10.0,62.7,6,0,229,42,60,30.7,577.0,126,3.67,19,0.714,0,1,0,0,92.0,CRITICAL,21.0,638,CRITICAL_injunction
86.4,0,0,58.604472690411896,91.2,2.8,0,1,0,17,18,8.5,147.1,28,0.86,12,0.033,0,0,1,1,12.0,LOW,1.8,55,LOW_streamlined
42.9,8,1,249.89183063409294,46.7,29.0,15,0,0,36,48,22.8,548.2,99,3.31,27,0.316,1,0,0,1,58.0,HIGH,10.3,313,HIGH_backlog
47.0,7,2,261.12381852206425,28.8,30.8,10,0,0,30,36,17.1,295.2,72,2.27,16,0.359,0,1,0,1,54.9,HIGH,9.5,289,HIGH_backlog
69.4,3,0,170.82840806408723,54.1,14.7,0,1,0,17,24,12.9,76.3,19,1.45,37,0.207,0,1,0,1,27.7,MODERATE,6.1,185,MODERATE_standard
92.1,2,0,10.787932472188729,83.5,6.3,0,1,0,13,18,6.3,78.2,6,0.84,37,0.059,0,0,1,1,12.0,LOW,0.5,15,LOW_streamlined
95.1,0,0,41.446572788632565,96.6,6.8,0,1,0,15,18,5.3,162.5,19,0.77,41,0.013,0,0,1,1,12.0,LOW,2.1,64,LOW_streamlined
52.4,6,1,301.90845276972675,46.0,20.2,15,0,0,33,48,16.7,407.3,107,2.74,29,0.276,0,0,0,0,50.9,HIGH,12.4,377,HIGH_backlog
72.6,3,1,148.23298851570266,71.1,15.6,0,1,0,11,36,12.5,333.6,59,1.98,14,0.218,0,1,0,0,24.7,MODERATE,5.8,176,MODERATE_standard
62.4,3,1,88.56140090520225,51.8,12.9,1,1,0,23,24,10.2,213.6,45,1.68,19,0.14,0,0,0,1,28.6,MODERATE,5.6,170,MODERATE_standard
83.8,0,0,30.293061748443613,95.7,4.1,0,1,0,4,30,6.1,191.0,12,0.82,19,0.015,0,0,1,1,12.0,LOW,1.5,46,LOW_streamlined
80.7,1,0,37.660290851915946,94.9,2.9,0,1,0,11,24,7.6,147.8,5,0.73,18,0.021,0,0,1,0,12.0,LOW,2.5,76,LOW_streamlined
29.9,12,5,370.6999694113575,13.9,61.0,159,0,299,37,60,20.7,1074.2,225,3.86,14,0.754,1,0,0,0,86.4,CRITICAL,27.9,848,CRITICAL_injunction
24.4,12,2,434.0825877901182,8.7,51.6,4,0,274,43,48,34.7,351.4,94,4.35,12,0.608,0,1,0,1,92.8,CRITICAL,17.2,523,CRITICAL_injunction
39.3,9,2,236.16719843018524,36.4,34.6,17,0,0,31,36,20.7,470.0,99,2.56,25,0.473,0,0,0,0,60.3,HIGH,9.8,298,HIGH_backlog
28.7,18,2,339.49249743602746,12.0,61.0,15,0,221,29,48,31.9,936.0,310,5.27,8,0.674,0,0,0,0,92.0,CRITICAL,16.3,496,CRITICAL_injunction
79.2,0,0,42.93635692550328,79.8,7.1,0,1,0,12,24,4.6,155.3,17,0.63,22,0.054,0,0,1,1,12.0,LOW,1.0,30,LOW_streamlined
24.8,14,3,358.76327514519147,12.2,48.7,11,0,247,44,48,29.9,1029.3,235,4.59,2,0.798,0,1,0,0,93.6,CRITICAL,28.3,860,CRITICAL_injunction
94.2,0,0,45.861991213675815,90.7,0.1,0,1,0,9,30,7.3,159.5,21,0.62,43,0.01,0,0,1,1,12.0,LOW,2.0,61,LOW_streamlined
52.3,9,2,239.91819840295943,33.5,22.1,4,0,0,27,48,19.1,220.3,59,2.39,8,0.322,0,0,0,1,55.0,HIGH,12.2,371,HIGH_backlog
50.2,6,3,194.79484884720128,42.2,22.1,20,0,111,29,48,16.2,647.9,171,2.48,18,0.43,1,0,0,0,59.5,HIGH,8.3,252,HIGH_backlog
64.1,3,0,93.69355396226265,67.3,17.7,1,1,0,11,36,10.5,194.3,27,1.63,14,0.157,0,0,1,1,28.2,MODERATE,3.1,94,MODERATE_standard
18.8,10,5,349.19243610952526,6.5,38.8,8,0,325,36,60,26.9,863.8,163,4.0,20,0.714,0,1,0,0,91.9,CRITICAL,20.6,626,CRITICAL_injunction
22.3,12,3,482.7149551292961,5.7,55.6,19,0,222,37,36,33.6,1263.1,392,5.49,21,0.729,0,1,0,0,94.0,CRITICAL,25.6,778,CRITICAL_injunction
89.7,0,0,57.52881150417226,87.9,1.0,0,1,0,8,30,4.7,32.1,3,0.29,39,0.032,0,0,1,1,12.0,LOW,0.5,15,LOW_streamlined
66.8,2,0,112.09801642962954,65.7,11.6,1,1,0,16,36,9.9,384.9,63,1.11,24,0.121,0,0,0,0,23.0,LOW,1.6,49,MODERATE_standard
40.6,7,1,259.87079411631913,30.5,28.8,12,1,0,19,48,20.7,492.6,105,3.03,16,0.429,0,1,0,1,57.5,HIGH,13.5,410,HIGH_backlog
64.2,2,0,148.09691765783077,56.5,11.1,2,1,0,21,24,9.8,391.3,70,1.76,12,0.167,0,0,0,1,23.9,LOW,0.4,12,MODERATE_standard
71.4,3,1,112.93556906782547,68.2,12.8,2,1,0,20,24,9.4,348.2,48,1.3,16,0.142,0,0,0,1,28.1,MODERATE,7.4,225,MODERATE_standard
25.8,14,3,329.48198417969326,16.0,51.9,125,0,191,36,36,24.5,821.6,268,3.76,22,0.473,1,0,0,1,91.7,CRITICAL,21.6,657,CRITICAL_injunction
85.6,2,0,48.848894370755396,97.3,1.5,0,1,0,9,18,5.0,27.0,2,0.52,45,0.053,0,0,1,1,12.0,LOW,0.2,6,LOW_streamlined
47.2,8,1,228.17878795848895,27.5,28.8,38,1,110,21,48,18.8,746.1,179,2.66,22,0.468,0,0,0,0,56.4,HIGH,12.3,374,HIGH_backlog
87.2,2,0,41.09909449515834,87.8,0.8,0,1,0,14,24,7.9,198.4,17,0.52,23,0.024,0,0,1,1,12.0,LOW,1.8,55,LOW_streamlined
71.8,2,1,158.93400369224915,59.6,14.5,0,1,0,22,36,11.5,214.7,29,1.3,37,0.146,0,0,1,0,25.8,MODERATE,3.1,94,MODERATE_standard
60.3,2,0,94.20464694151482,66.5,8.7,0,1,0,8,36,15.5,203.1,40,1.35,28,0.197,0,0,1,0,23.1,LOW,2.4,73,MODERATE_standard
61.9,3,1,130.81094382365694,57.1,17.3,1,1,0,21,24,10.8,371.0,54,1.94,6,0.153,0,0,1,1,32.7,MODERATE,3.3,100,MODERATE_standard
35.5,10,3,507.5098218105089,7.6,59.7,18,0,301,40,36,29.4,1482.4,369,5.17,4,0.615,0,1,0,0,91.5,CRITICAL,18.6,565,CRITICAL_injunction
63.8,4,0,105.68743131938291,71.6,11.9,0,1,0,8,24,11.9,55.4,13,1.63,35,0.112,0,0,0,1,24.1,MODERATE,6.1,185,MODERATE_standard
66.8,3,0,172.7046435774625,53.8,17.8,2,1,0,8,36,14.8,281.0,61,1.58,27,0.17,0,0,1,0,30.5,MODERATE,7.4,225,MODERATE_standard
65.1,2,0,60.9133802267089,50.4,12.8,0,1,0,21,36,10.4,285.9,63,1.71,27,0.159,0,1,0,0,29.0,MODERATE,5.9,179,MODERATE_standard
14.0,12,2,342.6514132567179,16.2,48.1,16,0,132,27,36,34.9,849.5,327,4.94,22,0.514,0,0,0,0,88.1,CRITICAL,24.5,745,CRITICAL_injunction
32.6,10,5,284.1729137514161,19.7,47.0,187,1,125,38,36,20.3,1042.5,310,5.31,8,0.532,1,0,0,1,72.0,CRITICAL,25.5,775,CRITICAL_injunction
84.9,0,0,36.87954145020029,86.8,6.9,0,1,0,16,30,5.5,143.4,17,0.79,43,0.069,0,0,0,1,12.0,LOW,1.7,52,LOW_streamlined
58.1,4,0,90.08273808454855,58.1,8.1,0,1,0,10,24,9.7,297.1,48,1.43,36,0.129,0,0,0,1,24.6,MODERATE,6.5,198,MODERATE_standard
77.0,1,0,55.61296198441301,87.5,7.9,0,1,0,5,24,4.0,190.3,15,0.5,32,0.01,0,0,1,1,13.3,LOW,2.1,64,LOW_streamlined
92.2,0,0,12.578477747943442,85.9,3.2,0,1,0,14,18,7.0,212.5,28,0.42,30,0.077,0,0,1,1,12.0,LOW,0.3,9,LOW_streamlined
20.6,14,3,479.21696052734796,22.1,55.1,8,0,146,39,60,29.4,722.8,162,4.31,9,0.627,0,1,0,0,94.0,CRITICAL,22.6,687,CRITICAL_injunction
65.9,2,0,167.4790326568286,68.9,10.5,1,1,0,13,36,12.7,164.3,21,1.19,17,0.179,0,0,0,1,24.0,MODERATE,4.0,122,MODERATE_standard
87.9,0,0,56.829571231529755,95.7,3.0,0,1,0,11,30,6.0,247.0,26,0.48,46,0.061,0,0,0,1,12.0,LOW,1.8,55,LOW_streamlined
49.3,8,1,281.80880696916824,39.3,34.9,7,0,0,32,48,21.8,356.5,68,2.41,20,0.331,0,0,0,0,54.8,HIGH,14.9,453,HIGH_backlog
70.8,3,1,158.52797064980763,66.1,14.4,0,1,0,12,36,11.7,147.1,22,1.91,23,0.102,0,0,0,1,21.1,LOW,1.8,55,MODERATE_standard
12.3,12,2,480.2826749685669,16.4,54.7,60,0,176,49,48,32.8,501.5,143,4.11,6,0.559,1,0,0,1,92.7,CRITICAL,27.5,836,CRITICAL_injunction
20.3,14,2,461.3458279982981,13.3,41.3,7,1,274,33,48,30.2,584.0,143,4.96,20,0.765,0,0,0,0,74.8,CRITICAL,23.7,720,CRITICAL_injunction
81.9,0,0,20.664311206336656,81.7,6.4,0,1,0,17,30,6.6,211.6,23,0.52,13,0.037,0,0,0,1,12.0,LOW,0.7,21,LOW_streamlined
12.6,18,2,293.3894066814352,5.5,43.1,6,1,271,36,60,25.4,553.6,137,3.62,20,0.695,0,0,0,1,73.9,CRITICAL,26.8,815,CRITICAL_injunction
40.5,7,1,249.55960183289395,41.7,25.6,5,0,40,30,36,19.4,252.8,58,3.44,4,0.418,0,1,0,1,59.9,HIGH,10.5,319,HIGH_backlog
53.2,8,2,232.01932935136782,44.0,27.6,3,0,80,18,36,19.3,262.4,53,2.4,27,0.317,1,1,0,1,62.7,HIGH,8.5,258,HIGH_backlog
42.4,6,1,258.4101625412749,43.2,31.6,28,0,64,26,36,23.3,484.6,146,2.45,5,0.448,1,0,0,1,62.3,HIGH,15.0,456,HIGH_backlog
65.8,2,1,69.0553831986744,71.2,16.4,2,1,0,14,36,14.9,318.6,63,1.96,25,0.157,0,0,1,0,31.4,MODERATE,4.6,140,MODERATE_standard
82.3,1,0,53.79442361933361,82.7,0.2,0,1,0,15,18,8.7,244.5,27,0.55,46,0.045,0,0,0,1,12.0,LOW,2.0,61,LOW_streamlined
28.6,18,3,402.4425164561,8.8,38.3,143,1,140,49,48,30.4,1222.1,406,5.05,21,0.626,1,0,0,1,74.8,CRITICAL,26.0,790,CRITICAL_injunction
78.9,1,0,57.13353057369805,92.5,7.8,0,1,0,16,30,5.9,196.7,24,0.85,33,0.051,0,0,1,1,12.0,LOW,2.5,76,LOW_streamlined
54.5,7,2,208.02581605393604,35.9,34.8,6,1,69,24,48,21.9,338.5,71,3.07,10,0.383,0,0,0,0,56.6,HIGH,11.9,362,HIGH_backlog
47.6,7,1,270.4924874494266,28.2,32.2,8,1,56,21,48,16.5,319.4,58,3.48,12,0.376,0,1,0,1,54.4,HIGH,13.9,423,HIGH_backlog
26.3,12,3,547.9830129021072,23.4,47.7,18,1,181,47,60,26.8,1205.6,365,4.64,5,0.565,0,0,0,1,72.1,CRITICAL,29.6,900,CRITICAL_injunction
54.2,6,1,211.53580863710525,28.3,20.4,31,0,88,25,36,17.2,581.8,131,2.59,27,0.303,0,0,0,0,54.2,HIGH,9.2,280,HIGH_backlog
52.0,9,1,291.08773408834077,44.0,27.5,27,0,59,19,36,23.2,548.2,122,3.31,15,0.393,0,1,0,0,64.3,HIGH,8.9,271,HIGH_backlog
71.4,5,0,68.20217557768291,65.1,8.3,2,1,0,9,24,10.5,441.4,66,1.95,21,0.156,0,1,0,1,30.1,MODERATE,5.4,164,MODERATE_standard
60.9,5,0,101.17893572268434,71.7,10.1,1,1,0,14,24,11.0,338.8,51,1.89,9,0.162,0,1,0,1,34.6,MODERATE,6.4,195,MODERATE_standard
24.3,12,3,522.5244568279103,13.2,43.4,119,1,253,40,48,20.3,598.1,169,4.9,16,0.693,1,0,0,0,74.8,CRITICAL,16.4,499,CRITICAL_injunction
55.9,7,1,293.17711963005905,42.9,31.7,8,1,98,37,36,20.5,370.4,66,3.13,11,0.44,0,1,0,0,50.2,HIGH,11.4,347,HIGH_backlog
30.4,18,4,471.02108560028347,9.0,64.8,4,0,249,46,60,25.7,294.3,85,5.39,5,0.512,0,0,0,1,94.0,CRITICAL,19.0,578,CRITICAL_injunction
46.5,7,1,293.5119028422289,34.8,26.3,12,0,81,36,48,22.5,146.7,52,3.24,14,0.447,0,1,0,1,62.8,HIGH,9.4,286,HIGH_backlog
27.3,12,2,498.82038636762604,6.9,42.0,248,0,135,30,48,32.2,1188.7,375,4.04,14,0.64,1,0,0,0,85.2,CRITICAL,20.1,611,CRITICAL_injunction
17.9,10,5,501.6058871683745,14.2,49.5,81,0,200,34,48,27.5,533.3,136,3.94,2,0.574,1,0,0,1,91.7,CRITICAL,16.7,508,CRITICAL_injunction
33.8,10,2,542.4025679545596,22.9,41.9,12,0,330,27,48,31.0,790.3,248,3.86,20,0.468,0,0,0,0,83.0,CRITICAL,28.1,854,CRITICAL_injunction
49.0,9,1,204.1212314984697,39.2,30.5,15,0,96,20,36,18.7,267.5,61,3.08,22,0.4,0,1,0,0,63.3,HIGH,12.1,368,HIGH_backlog
42.1,6,2,274.387691800308,32.6,35.8,26,0,48,18,36,23.9,496.2,134,3.25,10,0.315,0,1,0,0,62.0,HIGH,10.5,319,HIGH_backlog
47.6,6,3,230.55827923465216,46.3,31.1,5,0,116,18,48,18.6,330.1,83,2.56,15,0.389,0,0,0,0,63.0,HIGH,12.8,389,HIGH_backlog
44.0,8,2,256.0090493820557,27.4,33.0,8,0,78,36,36,22.9,432.8,101,2.68,15,0.385,0,1,0,1,63.0,HIGH,9.8,298,HIGH_backlog
54.5,7,1,256.8363446978292,45.3,23.6,9,0,0,35,48,20.4,472.8,106,2.4,25,0.277,1,1,0,1,53.0,HIGH,14.5,441,HIGH_backlog
94.0,1,0,12.818105556121143,87.6,6.9,0,1,0,6,24,6.3,191.6,11,0.32,42,0.078,0,0,1,0,13.9,LOW,2.3,70,LOW_streamlined
79.3,0,0,55.39751167613048,95.7,2.0,0,1,0,16,24,4.2,202.4,31,0.27,43,0.027,0,0,0,1,12.0,LOW,2.1,64,LOW_streamlined
28.3,10,3,326.4443168628942,16.6,38.5,14,0,165,40,60,31.8,1185.8,288,3.74,18,0.485,0,0,0,0,82.1,CRITICAL,28.0,851,CRITICAL_injunction
33.8,18,4,347.2142973711116,16.2,38.7,117,0,190,46,48,26.2,873.4,236,3.87,21,0.483,1,0,0,0,88.8,CRITICAL,21.3,648,CRITICAL_injunction
33.5,10,2,447.94893989380887,14.7,37.1,14,0,147,44,48,27.4,1088.9,283,3.89,6,0.633,0,1,0,0,84.0,CRITICAL,26.7,812,CRITICAL_injunction
26.6,10,3,280.13029732836594,10.3,63.4,14,0,131,27,36,34.0,1087.8,299,5.24,4,0.501,0,0,0,0,88.5,CRITICAL,29.0,882,CRITICAL_injunction
46.3,7,2,287.0526303652393,25.2,27.8,14,1,53,20,36,21.3,458.4,112,2.97,26,0.26,1,1,0,1,59.7,HIGH,10.4,316,HIGH_backlog
15.8,12,5,320.14874031326684,8.6,47.2,8,0,233,37,60,29.9,907.4,175,5.34,22,0.537,0,1,0,0,94.0,CRITICAL,21.3,648,CRITICAL_injunction
62.4,5,0,157.60080862235418,59.3,8.2,1,1,0,11,36,13.0,433.4,59,1.11,25,0.213,0,0,0,1,33.0,MODERATE,6.9,210,MODERATE_standard
18.7,12,2,501.1134785496953,6.2,44.1,43,0,150,44,60,22.4,249.8,68,4.14,14,0.57,1,0,0,1,91.3,CRITICAL,18.2,553,CRITICAL_injunction
95.9,0,0,16.061709488625148,80.8,4.0,0,1,0,6,30,4.4,105.0,10,0.52,46,0.019,0,0,1,0,12.0,LOW,1.8,55,LOW_streamlined
90.6,1,0,22.347343631889196,87.7,3.8,0,1,0,11,24,8.2,86.4,9,0.49,37,0.033,0,0,0,1,12.0,LOW,0.1,3,LOW_streamlined
46.8,7,1,213.4922681154571,41.4,32.5,11,1,0,21,48,16.1,600.9,116,3.14,19,0.497,0,0,0,0,54.2,HIGH,8.1,246,HIGH_backlog
54.2,7,3,228.57626417200476,46.8,34.6,14,0,0,35,48,20.9,600.4,107,2.86,27,0.267,0,0,0,0,55.3,HIGH,11.2,340,HIGH_backlog
85.7,2,0,35.50621202792411,87.1,5.8,0,1,0,14,18,4.3,95.4,11,0.52,46,0.065,0,0,1,1,12.0,LOW,1.8,55,LOW_streamlined
68.8,2,1,99.55216110113616,66.4,14.1,0,1,0,20,24,14.3,80.1,11,1.8,15,0.18,0,0,1,1,22.9,LOW,1.8,55,MODERATE_standard
71.9,2,0,137.07613017506196,66.9,15.3,1,1,0,8,24,10.6,192.0,34,1.85,19,0.192,0,0,1,0,22.5,LOW,1.0,30,MODERATE_standard
35.5,10,2,393.2553151865585,8.6,64.2,36,0,233,31,48,30.4,268.3,73,4.54,9,0.686,1,0,0,1,89.4,CRITICAL,21.6,657,CRITICAL_injunction
43.4,8,2,319.5721310342501,46.7,23.8,11,1,0,30,36,18.6,118.1,45,2.44,28,0.424,1,0,0,0,54.9,HIGH,9.3,283,HIGH_backlog
55.2,8,1,257.51403259428605,37.3,21.3,19,0,89,34,36,18.6,394.3,88,3.06,27,0.332,0,1,0,0,62.3,HIGH,12.0,365,HIGH_backlog
34.2,18,3,508.7501221992668,11.5,59.5,12,0,337,44,48,30.3,904.8,251,4.94,5,0.563,0,1,0,0,93.5,CRITICAL,28.3,860,CRITICAL_injunction
91.2,1,0,28.700375978582784,81.5,5.4,0,1,0,6,24,6.8,215.1,23,0.44,38,0.051,0,0,1,1,12.0,LOW,0.1,3,LOW_streamlined
59.6,2,0,117.7621312327308,53.3,16.6,2,1,0,20,24,13.5,350.9,71,1.78,6,0.105,0,1,1,1,31.9,MODERATE,7.2,219,MODERATE_standard
88.0,0,0,18.559605124351997,90.1,3.7,0,1,0,9,30,4.1,244.9,27,0.62,47,0.039,0,0,1,1,12.0,LOW,0.0,0,LOW_streamlined
42.3,6,2,258.1661708731647,36.5,20.9,48,1,0,18,36,23.9,680.6,197,2.43,23,0.411,0,0,0,0,47.5,HIGH,12.6,383,HIGH_backlog
50.4,6,3,251.47012332504994,32.6,29.4,20,0,71,23,36,22.5,337.6,95,3.09,19,0.264,0,1,0,0,61.8,HIGH,9.6,292,HIGH_backlog
68.4,3,1,100.78675610767498,65.7,15.4,0,1,0,22,24,10.5,247.4,36,1.41,7,0.215,0,0,1,0,23.2,LOW,2.5,76,MODERATE_standard
68.7,3,1,102.70364740531824,69.3,17.2,1,1,0,13,36,10.7,229.6,38,1.21,12,0.215,0,1,0,0,29.4,MODERATE,3.2,97,MODERATE_standard
16.9,14,2,406.3420105966338,13.0,42.1,12,0,176,50,60,20.7,1158.5,242,5.31,19,0.695,0,0,0,1,92.8,CRITICAL,19.4,590,CRITICAL_injunction
70.5,3,0,119.46200247761121,53.8,9.2,0,1,0,12,36,9.2,112.5,13,1.7,36,0.202,0,1,1,1,26.1,MODERATE,5.7,173,MODERATE_standard
78.4,1,0,23.115387420958708,79.6,6.0,0,1,0,17,18,5.7,118.7,11,0.65,13,0.027,0,0,1,0,12.0,LOW,0.4,12,LOW_streamlined
53.7,6,1,209.7514531304977,40.5,27.5,37,1,119,34,36,17.7,742.8,159,3.46,27,0.494,0,0,0,1,48.4,HIGH,14.5,441,HIGH_backlog
19.5,10,5,377.88862290097245,7.9,39.9,9,0,239,29,36,20.2,742.7,188,5.01,8,0.696,0,1,0,1,92.8,CRITICAL,26.1,793,CRITICAL_injunction
86.0,1,0,21.856255267431038,81.6,4.8,0,1,0,16,24,4.0,232.3,29,0.87,25,0.047,0,0,0,1,12.0,LOW,1.3,40,LOW_streamlined
29.0,18,2,363.1982172124839,11.5,46.5,7,0,203,46,60,31.7,573.0,156,5.2,6,0.593,0,1,0,0,90.0,CRITICAL,24.9,757,CRITICAL_injunction
43.1,6,1,209.50079028612396,36.5,20.4,7,0,0,24,36,21.0,188.2,50,2.61,5,0.494,0,0,0,0,47.9,HIGH,9.4,286,HIGH_backlog
47.5,8,3,253.82465112774534,26.6,26.3,19,1,0,19,36,18.0,505.7,131,2.41,16,0.266,0,0,0,1,53.1,HIGH,13.2,401,HIGH_backlog
95.0,0,0,26.221700392651123,89.1,6.5,0,1,0,12,18,7.8,26.2,6,0.85,47,0.028,0,0,0,1,12.0,LOW,1.8,55,LOW_streamlined
20.5,12,2,465.9370786555203,14.0,55.6,17,0,227,31,36,24.2,1273.8,359,5.12,20,0.746,0,0,0,1,94.0,CRITICAL,31.7,964,CRITICAL_injunction
64.3,3,1,95.43620087671962,69.5,14.6,1,1,0,16,36,12.1,356.2,65,1.26,25,0.184,0,1,1,1,30.5,MODERATE,7.1,216,MODERATE_standard
23.2,18,5,332.4142416815314,18.4,42.1,11,0,264,44,48,29.9,628.6,225,3.6,9,0.487,0,1,0,0,89.1,CRITICAL,28.2,857,CRITICAL_injunction
62.3,3,1,90.10633693735181,58.3,17.5,0,1,0,21,36,11.8,75.2,10,1.94,8,0.083,0,1,0,0,32.9,MODERATE,6.9,210,MODERATE_standard
76.7,1,0,48.684129673556924,82.1,1.3,0,1,0,10,18,7.9,73.4,4,0.74,26,0.053,0,0,0,1,12.0,LOW,1.3,40,LOW_streamlined
79.7,1,0,44.02697494723716,96.0,1.8,0,1,0,16,30,7.7,243.8,36,0.24,39,0.062,0,0,1,1,12.0,LOW,2.0,61,LOW_streamlined
63.3,3,1,113.10569309985758,69.2,11.7,3,1,0,8,24,10.2,420.6,67,1.36,34,0.102,0,0,1,1,26.6,MODERATE,6.6,201,MODERATE_standard
79.3,0,0,56.612737393257184,86.5,0.8,0,1,0,10,18,6.5,233.3,14,0.85,34,0.021,0,0,0,1,12.0,LOW,2.4,73,LOW_streamlined
46.9,8,1,268.8280669156526,42.9,31.7,4,0,49,31,36,20.8,126.2,25,2.49,21,0.38,1,1,0,1,62.2,HIGH,13.7,416,HIGH_backlog
26.5,12,3,339.4331835893755,16.7,57.0,172,1,326,41,36,30.4,1438.6,305,3.75,7,0.752,1,0,0,0,70.1,CRITICAL,28.7,872,CRITICAL_injunction
86.7,0,0,51.113011355540365,95.2,2.5,0,1,0,10,18,8.5,71.7,4,0.82,14,0.013,0,0,1,1,12.0,LOW,2.4,73,LOW_streamlined
21.0,10,5,389.9522939680759,20.0,49.5,7,0,355,28,60,33.2,422.7,141,4.22,12,0.719,0,0,0,0,90.7,CRITICAL,27.3,830,CRITICAL_injunction
30.6,12,2,359.6070231609741,10.9,62.9,15,0,163,33,36,28.1,1158.8,300,4.13,23,0.581,0,0,0,1,84.0,CRITICAL,21.9,666,CRITICAL_injunction
36.0,18,3,322.4827153522412,18.5,35.8,12,0,235,28,36,35.0,1112.9,255,3.54,16,0.732,0,0,0,0,81.0,CRITICAL,26.1,793,CRITICAL_injunction
64.3,3,0,129.32059387456007,54.4,11.7,0,1,0,16,24,14.5,132.7,36,1.72,23,0.213,0,1,1,1,26.0,MODERATE,6.0,182,MODERATE_standard
78.2,0,0,12.889759306165047,93.0,2.6,0,1,0,11,30,5.5,42.3,6,0.73,23,0.04,0,0,0,0,12.0,LOW,2.5,76,LOW_streamlined
63.5,2,0,106.00401310565005,63.7,10.0,0,1,0,17,24,13.0,402.5,70,1.76,29,0.133,0,0,1,0,22.1,LOW,1.5,46,MODERATE_standard
28.5,18,3,464.75659821592075,19.1,44.1,6,1,134,47,60,28.8,640.8,136,4.48,19,0.723,0,0,0,1,67.6,HIGH,11.6,353,CRITICAL_injunction
16.0,14,2,388.66132947034953,8.2,35.2,6,1,251,37,60,27.7,390.5,123,5.47,19,0.778,0,0,0,0,75.7,CRITICAL,16.7,508,CRITICAL_injunction
78.6,2,0,58.99159581848051,85.5,7.2,0,1,0,13,18,8.0,221.9,16,0.51,28,0.077,0,0,0,1,13.3,LOW,1.0,30,LOW_streamlined
25.4,10,2,455.263305146134,17.0,55.8,63,1,354,37,36,32.7,733.5,139,4.41,13,0.574,1,0,0,1,73.7,CRITICAL,18.6,565,CRITICAL_injunction
23.0,12,2,537.8387573593616,10.2,42.7,13,0,339,30,48,31.9,1265.8,264,4.64,19,0.791,0,1,0,1,91.0,CRITICAL,21.8,663,CRITICAL_injunction
78.3,0,0,43.447653146090914,92.9,0.1,0,1,0,7,30,4.8,140.6,24,0.38,14,0.08,0,0,1,1,12.0,LOW,0.8,24,LOW_streamlined
31.2,14,2,304.1688583730271,23.6,54.7,7,0,207,25,48,23.0,528.4,149,4.76,4,0.72,0,1,0,0,88.4,CRITICAL,27.8,845,CRITICAL_injunction
35.0,10,2,460.3682087168713,5.7,40.4,4,0,186,37,36,20.9,350.8,88,5.29,3,0.545,0,1,0,1,89.0,CRITICAL,17.4,529,CRITICAL_injunction
54.8,7,1,236.49302238351584,47.8,20.9,7,0,84,33,36,17.2,385.4,98,2.5,14,0.341,1,0,0,1,54.7,HIGH,14.0,426,HIGH_backlog
72.5,3,1,72.38696027182037,65.4,13.4,0,1,0,21,36,11.8,271.3,29,1.33,6,0.196,0,1,1,1,26.8,MODERATE,6.2,188,MODERATE_standard
14.3,12,2,535.1702128310569,22.0,56.3,3,0,139,37,36,22.8,205.7,67,3.74,6,0.505,0,0,0,0,87.5,CRITICAL,19.3,587,CRITICAL_injunction
22.3,10,2,306.5223416941809,17.8,38.1,83,0,174,34,60,31.5,798.8,177,5.31,9,0.728,1,0,0,0,92.2,CRITICAL,30.9,939,CRITICAL_injunction
